Generation,Best_Fitness,Avg_Fitness,Std_Dev,Time_Elapsed
0,0.77,0.721098,0.011708,0.39
1,0.77,0.728635,0.014697,0.78
2,0.77,0.738161,0.011271,1.18
3,0.77,0.747554,0.009735,1.56
4,0.77,0.754695,0.008422,1.96
5,0.771053,0.760856,0.009081,2.36
6,0.771053,0.769253,0.003811,2.75
7,0.771579,0.770421,0.000526,3.19
8,0.774737,0.771049,0.000565,3.58
9,0.774737,0.771684,0.000936,3.97
10,0.775263,0.772996,0.00114,4.35
11,0.775789,0.774474,0.00069,4.74
12,0.778947,0.775414,0.000686,5.15
13,0.778947,0.776442,0.00085,5.54
14,0.780526,0.777695,0.001011,5.93
15,0.782632,0.779021,0.001096,6.31
16,0.783684,0.780326,0.001179,6.7
17,0.785263,0.781691,0.001066,7.12
18,0.786842,0.783133,0.001146,7.57
19,0.786842,0.784561,0.001105,7.97
20,0.788421,0.785768,0.000846,8.35
21,0.788421,0.786768,0.000771,8.74
22,0.788421,0.78747,0.000654,9.15
23,0.79,0.788411,0.000667,9.54
24,0.79,0.789137,0.000717,9.94
25,0.791053,0.789933,0.000506,10.33
26,0.791053,0.790305,0.000483,10.74
27,0.792632,0.791004,0.000784,11.14
28,0.794211,0.791839,0.000806,11.53
29,0.794737,0.792604,0.000553,11.97
30,0.797368,0.793361,0.001122,12.36
31,0.797368,0.794996,0.001408,12.75
32,0.798947,0.796709,0.001015,13.13
33,0.8,0.797709,0.000776,13.52
34,0.801579,0.798733,0.000971,13.89
35,0.803158,0.800137,0.001202,14.28
36,0.803158,0.801586,0.001087,14.66
37,0.806316,0.803165,0.001022,15.05
38,0.807368,0.804611,0.001246,15.43
39,0.807368,0.806074,0.000859,15.82
40,0.808947,0.807032,0.000635,16.25
41,0.81,0.807961,0.000791,16.63
42,0.812105,0.809049,0.000903,17.01
43,0.812105,0.809958,0.001102,17.4
44,0.812105,0.811074,0.000927,17.78
45,0.813684,0.811912,0.000545,18.17
46,0.813684,0.812312,0.000486,18.55
47,0.814211,0.812758,0.000695,18.93
48,0.816316,0.813526,0.000573,19.33
49,0.817368,0.814225,0.000739,19.72
50,0.817368,0.815049,0.000912,20.11
51,0.818947,0.816175,0.00102,20.54
52,0.82,0.81767,0.000924,20.93
53,0.82,0.818782,0.000938,21.32
54,0.821053,0.8198,0.000496,21.71
55,0.821053,0.820211,0.000417,22.09
56,0.821579,0.820789,0.0005,22.48
57,0.821579,0.821182,0.000227,22.87
58,0.822632,0.821481,0.000431,23.26
59,0.822632,0.821898,0.000512,23.69
60,0.822632,0.822372,0.000446,24.17
61,0.823158,0.822639,0.000121,24.64
62,0.823684,0.822677,0.000182,25.19
63,0.824211,0.822867,0.000387,25.67
64,0.824211,0.823288,0.000523,26.14
65,0.825263,0.82393,0.000441,26.62
66,0.825263,0.824368,0.000437,27.09
67,0.826316,0.824744,0.000501,27.55
68,0.826316,0.825256,0.000322,28.01
69,0.826316,0.825418,0.000372,28.48
70,0.827368,0.825867,0.000575,28.96
71,0.827368,0.826319,0.000362,29.43
72,0.827368,0.826593,0.000441,29.95
73,0.828421,0.827112,0.000485,30.42
74,0.828421,0.827509,0.000353,30.9
75,0.828421,0.827909,0.000505,31.37
76,0.828947,0.828368,0.00029,31.83
77,0.828947,0.828526,0.000211,32.29
78,0.828947,0.828768,0.000249,32.76
79,0.828947,0.828944,4.3e-05,33.23
80,0.830526,0.828979,0.000221,33.71
81,0.830526,0.829074,0.000428,34.16
82,0.830526,0.829393,0.000692,34.62
83,0.830526,0.830098,0.000661,35.09
84,0.830526,0.830509,0.000128,35.64
85,0.831579,0.830568,0.000206,36.15
86,0.831579,0.830589,0.00025,36.63
87,0.831579,0.830702,0.000392,37.09
88,0.831579,0.831032,0.000526,37.57
89,0.831579,0.831453,0.000342,38.04
90,0.831579,0.831579,0.0,38.5
91,0.832632,0.831628,0.000222,38.96
92,0.832632,0.831856,0.000458,39.43
93,0.832632,0.832347,0.000461,39.9
94,0.833684,0.832688,0.000237,40.43
95,0.833684,0.832898,0.000458,40.9
96,0.834211,0.833463,0.000435,41.36
97,0.834211,0.833684,0.000149,41.85
98,0.835263,0.833804,0.00037,42.31
99,0.835263,0.834172,0.000655,42.77
100,0.835263,0.834923,0.000561,43.23
101,0.835263,0.835263,0.0,43.7
102,0.835263,0.835263,0.0,44.18
103,0.835263,0.835263,0.0,44.64
104,0.835263,0.835263,0.0,45.17
105,0.835263,0.835263,0.0,45.64
106,0.835263,0.835263,0.0,46.12
107,0.835263,0.835263,0.0,46.59
108,0.836842,0.835358,0.00036,47.04
109,0.836842,0.835723,0.000688,47.5
110,0.836842,0.83654,0.000581,47.97
111,0.836842,0.836835,8.6e-05,48.45
112,0.836842,0.836842,0.0,48.92
113,0.836842,0.836842,0.0,49.39
114,0.836842,0.836842,0.0,49.92
115,0.836842,0.836842,0.0,50.41
116,0.837895,0.836856,0.000121,50.88
117,0.837895,0.836926,0.000286,51.34
118,0.837895,0.837123,0.000465,51.8
119,0.837895,0.8376,0.000473,52.26
120,0.837895,0.837877,0.000128,52.74
121,0.837895,0.837895,0.0,53.22
122,0.838947,0.837944,0.000222,53.7
123,0.839474,0.83814,0.000481,54.16
124,0.839474,0.838572,0.000635,54.63
125,0.839474,0.839218,0.000368,55.21
126,0.840526,0.839453,0.000338,55.72
127,0.840526,0.839691,0.000426,56.26
128,0.840526,0.840189,0.000491,56.74
129,0.840526,0.840526,0.0,57.22
130,0.840526,0.840526,0.0,57.68
131,0.840526,0.840526,0.0,58.15
132,0.840526,0.840526,0.0,58.6
133,0.840526,0.840526,0.0,59.07
134,0.840526,0.840526,0.0,59.55
135,0.840526,0.840526,0.0,60.08
136,0.840526,0.840526,0.0,60.55
137,0.840526,0.840526,0.0,61.02
138,0.840526,0.840526,0.0,61.53
139,0.840526,0.840526,0.0,62.01
140,0.840526,0.840526,0.0,62.48
141,0.840526,0.840526,0.0,62.94
142,0.840526,0.840526,0.0,63.4
143,0.840526,0.840526,0.0,63.88
144,0.840526,0.840526,0.0,64.35
145,0.842105,0.840537,0.000128,64.87
146,0.842105,0.840547,0.000181,65.35
147,0.842105,0.840716,0.000502,65.82
148,0.842105,0.841116,0.000749,66.29
149,0.842105,0.841877,0.000531,66.75
150,0.842105,0.842105,0.0,67.21
151,0.842105,0.842105,0.0,67.67
152,0.842105,0.842105,0.0,68.16
153,0.842105,0.842105,0.0,68.63
154,0.842105,0.842105,0.0,69.09
155,0.843684,0.842137,0.000221,69.55
156,0.843684,0.842242,0.000444,70.1
157,0.843684,0.842589,0.000728,70.57
158,0.843684,0.843326,0.000653,71.03
159,0.843684,0.843684,0.0,71.5
160,0.843684,0.843684,0.0,71.96
161,0.843684,0.843684,0.0,72.44
162,0.843684,0.843684,0.0,72.9
163,0.843684,0.843684,0.0,73.36
164,0.844737,0.843705,0.000147,73.82
165,0.844737,0.843782,0.000306,74.28
166,0.844737,0.843937,0.00045,74.83
167,0.844737,0.844302,0.000518,75.31
168,0.844737,0.844702,0.000189,75.77
169,0.844737,0.844737,0.0,76.23
170,0.844737,0.844737,0.0,76.69
171,0.844737,0.844737,0.0,77.17
172,0.844737,0.844737,0.0,77.62
173,0.844737,0.844737,0.0,78.08
174,0.844737,0.844737,0.0,78.54
175,0.844737,0.844737,0.0,79.05
176,0.844737,0.844737,0.0,79.52
177,0.844737,0.844737,0.0,80.05
178,0.846316,0.844863,0.000428,80.52
179,0.846316,0.845242,0.000737,80.98
180,0.846316,0.846053,0.000588,81.45
181,0.846316,0.846316,0.0,81.91
182,0.846316,0.846316,0.0,82.37
183,0.846316,0.846316,0.0,82.83
184,0.846316,0.846316,0.0,83.31
185,0.846316,0.846316,0.0,83.79
186,0.846316,0.846316,0.0,84.25
187,0.846316,0.846316,0.0,84.72
188,0.846316,0.846316,0.0,85.36
189,0.846316,0.846316,0.0,86.0
190,0.846316,0.846316,0.0,86.58
191,0.847895,0.846326,0.000128,87.11
192,0.847895,0.846337,0.000181,87.61
193,0.847895,0.846368,0.000283,88.09
194,0.847895,0.846484,0.000487,88.55
195,0.847895,0.846926,0.000769,89.01
196,0.847895,0.847674,0.000548,89.47
197,0.847895,0.847895,0.0,89.94
198,0.847895,0.847895,0.0,90.53
199,0.847895,0.847895,0.0,91.01
200,0.847895,0.847895,0.0,91.47
201,0.847895,0.847895,0.0,91.94
202,0.849474,0.847905,0.000128,92.45
203,0.849474,0.847979,0.000355,92.92
204,0.849474,0.848158,0.000588,93.4
205,0.849474,0.848747,0.000787,93.85
206,0.849474,0.849421,0.000283,94.33
207,0.849474,0.849474,0.0,94.82
208,0.849474,0.849474,0.0,95.44
209,0.849474,0.849474,0.0,95.97
210,0.849474,0.849474,0.0,96.52
211,0.849474,0.849474,0.0,97.02
212,0.849474,0.849474,0.0,97.48
213,0.849474,0.849474,0.0,97.93
214,0.849474,0.849474,0.0,98.4
215,0.849474,0.849474,0.0,98.87
216,0.849474,0.849474,0.0,99.33
217,0.849474,0.849474,0.0,99.79
218,0.849474,0.849474,0.0,100.26
219,0.849474,0.849474,0.0,100.8
220,0.849474,0.849474,0.0,101.39
221,0.849474,0.849474,0.0,101.9
222,0.849474,0.849474,0.0,102.36
223,0.849474,0.849474,0.0,102.83
224,0.849474,0.849474,0.0,103.31
225,0.849474,0.849474,0.0,103.77
226,0.849474,0.849474,0.0,104.23
227,0.849474,0.849474,0.0,104.69
228,0.849474,0.849474,0.0,105.16
229,0.849474,0.849474,0.0,105.7
230,0.849474,0.849474,0.0,106.18
231,0.849474,0.849474,0.0,106.67
232,0.849474,0.849474,0.0,107.15
233,0.849474,0.849474,0.0,107.63
234,0.849474,0.849474,0.0,108.1
235,0.849474,0.849474,0.0,108.55
236,0.849474,0.849474,0.0,109.01
237,0.849474,0.849474,0.0,109.47
238,0.849474,0.849474,0.0,109.95
239,0.849474,0.849474,0.0,110.42
240,0.849474,0.849474,0.0,110.96
241,0.849474,0.849474,0.0,111.43
242,0.849474,0.849474,0.0,111.91
243,0.849474,0.849474,0.0,112.39
244,0.851053,0.849495,0.000181,112.85
245,0.851053,0.849547,0.000333,113.31
246,0.851053,0.849884,0.000693,113.77
247,0.851053,0.850621,0.000704,114.24
248,0.851053,0.851053,0.0,114.7
249,0.851053,0.851053,0.0,115.16
250,0.851053,0.851053,0.0,115.63
251,0.851053,0.851053,0.0,116.18
252,0.851053,0.851053,0.0,116.68
253,0.851053,0.851053,0.0,117.15
254,0.851053,0.851053,0.0,117.66
255,0.851053,0.851053,0.0,118.13
256,0.851053,0.851053,0.0,118.61
257,0.852632,0.851095,0.000254,119.07
258,0.852632,0.851284,0.000559,119.54
259,0.852632,0.851954,0.000777,120.01
260,0.852632,0.852572,0.000295,120.48
261,0.852632,0.852632,0.0,121.03
262,0.852632,0.852632,0.0,121.5
263,0.852632,0.852632,0.0,121.98
264,0.852632,0.852632,0.0,122.45
265,0.852632,0.852632,0.0,122.93
266,0.852632,0.852632,0.0,123.4
267,0.852632,0.852632,0.0,123.87
268,0.852632,0.852632,0.0,124.34
269,0.852632,0.852632,0.0,124.81
270,0.852632,0.852632,0.0,125.28
271,0.852632,0.852632,0.0,125.79
272,0.852632,0.852632,0.0,126.3
273,0.852632,0.852632,0.0,126.77
274,0.852632,0.852632,0.0,127.25
275,0.852632,0.852632,0.0,127.73
276,0.852632,0.852632,0.0,128.2
277,0.852632,0.852632,0.0,128.66
278,0.852632,0.852632,0.0,129.12
279,0.852632,0.852632,0.0,129.6
280,0.852632,0.852632,0.0,130.06
281,0.852632,0.852632,0.0,130.53
282,0.852632,0.852632,0.0,131.07
283,0.852632,0.852632,0.0,131.54
284,0.852632,0.852632,0.0,132.01
285,0.852632,0.852632,0.0,132.48
286,0.852632,0.852632,0.0,132.98
287,0.852632,0.852632,0.0,133.44
288,0.852632,0.852632,0.0,133.92
289,0.852632,0.852632,0.0,134.38
290,0.854211,0.852663,0.000221,134.84
291,0.854211,0.852737,0.000394,135.3
292,0.854211,0.853014,0.000674,135.85
293,0.854211,0.8538,0.000693,136.32
294,0.854211,0.8542,0.000128,136.78
295,0.854211,0.854211,0.0,137.23
296,0.854211,0.854211,0.0,137.7
297,0.854211,0.854211,0.0,138.2
298,0.854211,0.854211,0.0,138.66
299,0.854211,0.854211,0.0,139.12
300,0.854211,0.854211,0.0,139.6
301,0.854211,0.854211,0.0,140.06
302,0.854211,0.854211,0.0,140.6
303,0.854211,0.854211,0.0,141.09
304,0.854211,0.854211,0.0,141.55
305,0.854211,0.854211,0.0,142.01
306,0.854211,0.854211,0.0,142.5
307,0.854211,0.854211,0.0,142.97
308,0.854211,0.854211,0.0,143.44
309,0.854211,0.854211,0.0,143.89
310,0.854211,0.854211,0.0,144.35
311,0.854211,0.854211,0.0,144.83
312,0.854211,0.854211,0.0,145.29
313,0.854211,0.854211,0.0,145.81
314,0.854211,0.854211,0.0,146.29
315,0.854211,0.854211,0.0,146.78
316,0.854211,0.854211,0.0,147.26
317,0.854211,0.854211,0.0,147.73
318,0.854211,0.854211,0.0,148.2
319,0.854211,0.854211,0.0,148.67
320,0.854211,0.854211,0.0,149.14
321,0.854211,0.854211,0.0,149.61
322,0.854211,0.854211,0.0,150.07
323,0.854211,0.854211,0.0,150.53
324,0.854211,0.854211,0.0,151.07
325,0.854211,0.854211,0.0,151.54
326,0.854211,0.854211,0.0,152.0
327,0.854211,0.854211,0.0,152.46
328,0.854211,0.854211,0.0,152.97
329,0.854211,0.854211,0.0,153.47
330,0.854211,0.854211,0.0,153.94
331,0.855789,0.854253,0.000254,154.42
332,0.855789,0.854358,0.000459,154.88
333,0.855789,0.854737,0.000744,155.35
334,0.855789,0.855379,0.000693,155.9
335,0.855789,0.855782,8.6e-05,156.41
336,0.855789,0.855789,0.0,156.89
337,0.855789,0.855789,0.0,157.37
338,0.855789,0.855789,0.0,157.85
339,0.855789,0.855789,0.0,158.31
340,0.855789,0.855789,0.0,158.79
341,0.855789,0.855789,0.0,159.28
342,0.855789,0.855789,0.0,159.74
343,0.855789,0.855789,0.0,160.28
344,0.855789,0.855789,0.0,160.85
345,0.855789,0.855789,0.0,161.34
346,0.855789,0.855789,0.0,161.82
347,0.856842,0.855796,8.6e-05,162.29
348,0.856842,0.855804,0.000121,162.76
349,0.856842,0.855853,0.00025,163.24
350,0.856842,0.855902,0.000325,163.7
351,0.856842,0.856126,0.000491,164.17
352,0.856842,0.856575,0.000458,164.65
353,0.856842,0.856842,0.0,165.11
354,0.856842,0.856842,0.0,165.56
355,0.856842,0.856842,0.0,166.03
356,0.856842,0.856842,0.0,166.58
357,0.856842,0.856842,0.0,167.05
358,0.856842,0.856842,0.0,167.52
359,0.856842,0.856842,0.0,167.99
360,0.856842,0.856842,0.0,168.51
361,0.856842,0.856842,0.0,169.05
362,0.856842,0.856842,0.0,169.54
363,0.856842,0.856842,0.0,170.01
364,0.856842,0.856842,0.0,170.47
365,0.856842,0.856842,0.0,170.95
366,0.856842,0.856842,0.0,171.49
367,0.856842,0.856842,0.0,171.96
368,0.856842,0.856842,0.0,172.42
369,0.856842,0.856842,0.0,172.89
370,0.856842,0.856842,0.0,173.38
371,0.856842,0.856842,0.0,173.85
372,0.856842,0.856842,0.0,174.31
373,0.856842,0.856842,0.0,174.77
374,0.856842,0.856842,0.0,175.24
375,0.856842,0.856842,0.0,175.71
376,0.858421,0.856863,0.000181,176.18
377,0.858421,0.856937,0.000375,176.74
378,0.858421,0.8572,0.000661,177.22
379,0.858421,0.857926,0.000732,177.7
380,0.858421,0.8584,0.000181,178.16
381,0.858421,0.858421,0.0,178.65
382,0.858421,0.858421,0.0,179.11
383,0.858421,0.858421,0.0,179.58
384,0.858421,0.858421,0.0,180.09
385,0.858421,0.858421,0.0,180.6
386,0.858421,0.858421,0.0,181.07
387,0.858421,0.858421,0.0,181.65
388,0.858421,0.858421,0.0,182.16
389,0.858421,0.858421,0.0,182.67
390,0.858421,0.858421,0.0,183.15
391,0.858421,0.858421,0.0,183.63
392,0.858421,0.858421,0.0,184.11
393,0.858421,0.858421,0.0,184.58
394,0.858421,0.858421,0.0,185.04
395,0.858421,0.858421,0.0,185.5
396,0.858421,0.858421,0.0,185.96
397,0.858421,0.858421,0.0,186.45
398,0.858421,0.858421,0.0,187.0
399,0.858421,0.858421,0.0,187.48
400,0.858421,0.858421,0.0,187.94
401,0.858421,0.858421,0.0,188.47
402,0.858421,0.858421,0.0,188.97
403,0.858421,0.858421,0.0,189.44
404,0.858421,0.858421,0.0,189.91
405,0.858421,0.858421,0.0,190.37
406,0.858421,0.858421,0.0,190.85
407,0.858421,0.858421,0.0,191.31
408,0.858421,0.858421,0.0,191.77
409,0.858421,0.858421,0.0,192.3
410,0.858421,0.858421,0.0,192.77
411,0.858421,0.858421,0.0,193.27
412,0.858421,0.858421,0.0,193.74
413,0.858421,0.858421,0.0,194.22
414,0.858421,0.858421,0.0,194.67
415,0.858421,0.858421,0.0,195.14
416,0.858421,0.858421,0.0,195.6
417,0.858421,0.858421,0.0,196.06
418,0.858421,0.858421,0.0,196.52
419,0.858421,0.858421,0.0,197.04
420,0.858421,0.858421,0.0,197.54
421,0.858421,0.858421,0.0,198.0
422,0.858421,0.858421,0.0,198.48
423,0.858421,0.858421,0.0,198.94
424,0.858421,0.858421,0.0,199.42
425,0.858421,0.858421,0.0,199.89
426,0.858421,0.858421,0.0,200.35
427,0.858421,0.858421,0.0,200.81
428,0.858421,0.858421,0.0,201.27
429,0.858421,0.858421,0.0,201.75
430,0.858421,0.858421,0.0,202.28
431,0.86,0.858453,0.000221,202.75
432,0.86,0.858579,0.000474,203.21
433,0.86,0.859063,0.000776,203.71
434,0.86,0.859821,0.000501,204.2
435,0.861053,0.860028,0.00017,204.68
436,0.861053,0.860077,0.000274,205.14
437,0.861053,0.860295,0.000473,205.6
438,0.861053,0.860744,0.000479,206.07
439,0.861053,0.861053,0.0,206.54
440,0.861053,0.861053,0.0,207.08
441,0.861053,0.861053,0.0,207.56
442,0.861053,0.861053,0.0,208.04
443,0.861053,0.861053,0.0,208.51
444,0.861053,0.861053,0.0,208.97
445,0.861053,0.861053,0.0,209.42
446,0.861053,0.861053,0.0,209.9
447,0.861053,0.861053,0.0,210.37
448,0.861053,0.861053,0.0,210.83
449,0.861053,0.861053,0.0,211.29
450,0.861053,0.861053,0.0,211.75
451,0.861053,0.861053,0.0,212.28
452,0.861053,0.861053,0.0,212.77
453,0.861053,0.861053,0.0,213.23
454,0.861053,0.861053,0.0,213.7
455,0.861053,0.861053,0.0,214.16
456,0.861053,0.861053,0.0,214.63
457,0.862632,0.861084,0.000221,215.12
458,0.862632,0.861221,0.000487,215.62
459,0.862632,0.861758,0.000785,216.22
460,0.862632,0.862558,0.000333,216.72
461,0.862632,0.862632,0.0,217.26
462,0.862632,0.862632,0.0,217.76
463,0.862632,0.862632,0.0,218.23
464,0.862632,0.862632,0.0,218.7
465,0.862632,0.862632,0.0,219.17
466,0.862632,0.862632,0.0,219.64
467,0.862632,0.862632,0.0,220.11
468,0.862632,0.862632,0.0,220.58
469,0.862632,0.862632,0.0,221.04
470,0.862632,0.862632,0.0,221.53
471,0.862632,0.862632,0.0,222.01
472,0.862632,0.862632,0.0,222.55
473,0.862632,0.862632,0.0,223.01
474,0.862632,0.862632,0.0,223.48
475,0.862632,0.862632,0.0,223.95
476,0.862632,0.862632,0.0,224.41
477,0.862632,0.862632,0.0,224.87
478,0.862632,0.862632,0.0,225.34
479,0.862632,0.862632,0.0,225.82
480,0.862632,0.862632,0.0,226.28
481,0.862632,0.862632,0.0,226.74
482,0.862632,0.862632,0.0,227.28
483,0.862632,0.862632,0.0,227.76
484,0.862632,0.862632,0.0,228.23
485,0.862632,0.862632,0.0,228.7
486,0.862632,0.862632,0.0,229.17
487,0.862632,0.862632,0.0,229.63
488,0.862632,0.862632,0.0,230.11
489,0.862632,0.862632,0.0,230.58
490,0.862632,0.862632,0.0,231.05
491,0.862632,0.862632,0.0,231.52
492,0.862632,0.862632,0.0,232.05
493,0.862632,0.862632,0.0,232.55
494,0.862632,0.862632,0.0,233.02
495,0.862632,0.862632,0.0,233.48
